spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange	sdss_g_fitflux	sdss_g_fitfluxerr	sdss_g_inrange	sdss_i_fitflux	sdss_i_fitfluxerr	sdss_i_inrange	sdss_r_fitflux	sdss_r_fitfluxerr	sdss_r_inrange	sdss_u_fitflux	sdss_u_fitfluxerr	sdss_u_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004gq/SN2004gq_2005-01-07_06-14-24_FLWO-1.5m_FAST_CfA-Stripped.flm	53377.26	9.510798265447473e-16	1.8790559007246488e-17	True	1.4708953158724446e-15	1.824973985729281e-17	True	1.2541579149814918e-15	1.9932761277591405e-17	True	1.4935730889615585e-15	1.9232077792357733e-17	True	1.6739207880000193e-15	1.8643237050121053e-17	True	3.0257999377993607e-16	1.5173611376595552e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004gq/SN2004gq_2005-01-08_05-31-12_FLWO-1.5m_FAST_CfA-Stripped.flm	53378.23	8.91852657688848e-16	6.771851552146004e-17	True	1.38999153037992e-15	1.946425475794169e-17	True	1.1857655115305045e-15	3.0791767140801055e-17	True	1.4238212547964937e-15	2.1636794338219696e-17	True	1.592708683065708e-15	1.869916177526486e-17	True	2.8290280878020436e-16	6.007279932778317e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004gq/SN2004gq_2005-01-11_00-00-00_Magellan-Clay_LDSS-2_CfA-Stripped.flm	53381.0	7.595156228260076e-16	1.5885654734774173e-17	True	1.2146926230848543e-15	1.4545128323891142e-17	True	1.0112125800578088e-15	1.5021595513835245e-17	True	1.2528340956830135e-15	1.554986501066411e-17	True	1.3964825148778495e-15	1.512861158530957e-17	True	2.528283429391941e-16	1.3816924839754151e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004gq/SN2004gq_2005-01-15_05-02-24_FLWO-1.5m_FAST_CfA-Stripped.flm	53385.21	6.143004099301409e-16	1.1481690823420371e-17	True	1.0111973455797475e-15	1.1030132424743619e-17	True	8.298487859474149e-16	1.2704512064466957e-17	True	1.0542772164068074e-15	1.238784403830407e-17	True	1.1800629057178308e-15	1.127134875693462e-17	True	1.828839480140782e-16	9.07334992222079e-18	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004gq/SN2004gq_2005-01-16_00-00-00_Lick-3m_KAST_LOSS.flm	53386.0	6.12064454042664e-16	1.3767788581268153e-17	True	9.788499745104358e-16	1.068001614618205e-17	True	8.169438675399147e-16	1.2047589934451587e-17	True	1.0282088886976583e-15	1.1848719002067044e-17	True	1.1483223357044698e-15	1.104692552296641e-17	True	1.8040867704061104e-16	1.1183395402231752e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004gq/SN2004gq_2005-02-01_04-19-12_FLWO-1.5m_FAST_CfA-Stripped.flm	53402.18	4.236221141871393e-16	2.45394519452053e-16	True	6.694948537470264e-16	3.5729178617106233e-17	True	5.819976848020104e-16	8.586056475648988e-17	True	6.833972297711732e-16	4.332159110857644e-17	True	7.534357259712382e-16	2.795800368113758e-17	True	1.5807256458779334e-16	2.1933715209049814e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004gq/SN2004gq_2005-02-12_00-00-00_Keck1_LRIS_LOSS.flm	53413.0	3.964156214515868e-16	9.784563709996044e-18	True	5.651323396007205e-16	2.246535892637483e-18	True	5.137112139232777e-16	8.751386348810491e-18	True	5.660077663523555e-16	8.1703856877623e-18	True	6.338617424119807e-16	2.265940196007121e-18	True	1.3977200597938367e-16	6.971105409966012e-18	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004gq/SN2004gq_2005-02-14_03-21-36_FLWO-1.5m_FAST_CfA-Stripped.flm	53415.14	3.860014651633725e-16	2.31894169793078e-18	True	5.497410198290085e-16	2.2639116785153892e-18	True	4.951256898034068e-16	8.586802042437907e-18	True	5.400874033365603e-16	8.116225444392898e-18	True	6.16258311350091e-16	2.0928699547918894e-18	True	1.359487733848799e-16	4.512186616287028e-18	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004gq/SN2004gq_2005-03-01_03-50-24_FLWO-1.5m_FAST_CfA-Stripped.flm	53430.16	3.1775871523862687e-16	2.069487013148928e-18	True	4.52214778633111e-16	1.773624688235498e-18	True	4.1285991897752536e-16	9.578483712021182e-16	False	4.3696870035797094e-16	4.680759683392504e-16	False	5.071721707431957e-16	1.8172564311615357e-18	True	1.1185611778742814e-16	4.351511036371086e-18	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004gq/SN2004gq_2005-03-04_03-50-24_FLWO-1.5m_FAST_CfA-Stripped.flm	53433.16	3.0561658304171463e-16	1.997388500690612e-18	True	4.34934829224058e-16	1.7145175853713138e-18	True	3.8782889992869485e-16	1.154266375723119e-15	False	4.129459791727048e-16	5.698547637611892e-16	False	4.877921993926366e-16	1.7594540809955006e-18	True	1.0758190084934323e-16	4.2471724269445364e-18	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004gq/SN2004gq_2005-03-10_02-52-48_FLWO-1.5m_FAST_CfA-Stripped.flm	53439.12	2.8285335715464413e-16	3.4215336683596035e-18	True	4.0253965132305837e-16	1.5758054165552354e-18	True	3.369793981116111e-16	1.4885225120260123e-15	False	3.6533957463684085e-16	7.511762479080622e-16	False	4.514600548500284e-16	1.6382178658554476e-18	True	9.956892641598259e-17	3.1496768962855806e-18	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004gq/SN2004gq_2005-03-11_00-00-00_Keck1_LRIS_LOSS.flm	53440.0	2.796387734705868e-16	9.201237893543971e-18	True	3.979653866075782e-16	1.6754349701907947e-18	True	3.2954164031875786e-16	1.5314876897052691e-15	False	3.584294465732163e-16	7.75380597812861e-16	False	4.463298824752104e-16	1.6702121710065625e-18	True	9.843740333283067e-17	6.282901769215223e-18	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004gq/SN2004gq_2005-03-16_02-52-48_FLWO-1.5m_FAST_CfA-Stripped.flm	53445.12	2.6164968916762467e-16	3.3559965981526414e-18	True	3.7236387199084875e-16	1.4674788299536755e-18	True	2.874736679605132e-16	1.7507456839427038e-15	False	3.193087726315642e-16	9.02968229357444e-16	False	4.1761703106047603e-16	1.5322057843488653e-18	True	9.210490317249561e-17	2.9221074786280673e-18	True
