spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange	sdss_g_fitflux	sdss_g_fitfluxerr	sdss_g_inrange	sdss_i_fitflux	sdss_i_fitfluxerr	sdss_i_inrange	sdss_r_fitflux	sdss_r_fitfluxerr	sdss_r_inrange	sdss_u_fitflux	sdss_u_fitfluxerr	sdss_u_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/SN2005bf_2005-05-04_04-33-36_FLWO-1.5m_FAST_CfA-Stripped.flm	53494.19	2.1468893053685075e-15	2.1035286707533702e-17	True	1.4688165795346919e-15	1.2747565687731168e-17	True	1.930663824142837e-15	1.908082484564095e-17	True	5.921980085348317e-16	1.1726098203062509e-17	True	1.0268911556140397e-15	1.9132213903312505e-17	True	2.0796597709817536e-15	4.745825146078992e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/SN2005bf_2005-05-05_04-04-48_FLWO-1.5m_FAST_CfA-Stripped.flm	53495.17	2.209425636975851e-15	2.0391243135098955e-17	True	1.5083894497874493e-15	1.2659442942983337e-17	True	1.982227214521731e-15	1.8537606872514608e-17	True	6.09494785582378e-16	1.3331953220938859e-17	True	1.0518027100899916e-15	2.160877074877385e-17	True	2.178417120161421e-15	4.714673980833514e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/SN2005bf_2005-05-06_05-45-36_FLWO-1.5m_FAST_CfA-Stripped.flm	53496.24	2.2534756858394767e-15	1.9885315026723166e-17	True	1.540112103239466e-15	1.2564390474941918e-17	True	2.0194737816869733e-15	1.8234233207421418e-17	True	6.267910167178882e-16	1.478628551520909e-17	True	1.0748819277638212e-15	2.38717130125539e-17	True	2.250682126341518e-15	4.68657594981207e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/2005bf_2005-05-07_00-00-00_Magellan-Clay_LDSS-3_CCCP.dat	53497.0	2.2684246768188847e-15	1.985074143201012e-17	True	1.555358690946398e-15	1.2565970948574683e-17	True	2.0328131829270363e-15	1.8392465203614215e-17	True	6.380213514847879e-16	1.5591782897069153e-17	True	1.0886800254282296e-15	2.514018100086978e-17	True	2.2784193728985737e-15	4.693925469162067e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/SN2005bf_2005-05-09_03-50-24_FLWO-1.5m_FAST_CfA-Stripped.flm	53499.16	2.2377543367547936e-15	1.8998168133190368e-17	True	1.5672904140406694e-15	1.222938353822578e-17	True	2.0126832321570344e-15	1.7856178603769593e-17	True	6.648445643096547e-16	1.6711523199256098e-17	True	1.1162307415475986e-15	2.6986207685136432e-17	True	2.2500364597443823e-15	4.504726304920269e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/SN2005bf_2005-05-10_03-50-24_FLWO-1.5m_FAST_CfA-Stripped.flm	53500.16	2.1909736840210137e-15	1.809546418585838e-17	True	1.5587047112593938e-15	1.1897265578838982e-17	True	1.977230373723801e-15	1.6977157025404477e-17	True	6.745539111508117e-16	1.6615257149029176e-17	True	1.1231850194588232e-15	2.6907910525800796e-17	True	2.186439369819346e-15	4.2909924981881786e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/2005bf_2005-05-11_00-00-00_Keck1_LRIS_CCCP.dat	53501.0	2.1387263108964606e-15	1.747401949157091e-17	True	1.5456166442139645e-15	1.1693334156336882e-17	True	1.937763665731891e-15	1.6387968524508078e-17	True	6.813051657188794e-16	1.62357848469386e-17	True	1.1262081817205247e-15	2.6383579796314132e-17	True	2.1123397367970827e-15	4.1179851570477276e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/2005bf_2005-05-12_00-00-00_Magellan-Clay_LDSS-3_CCCP.dat	53502.0	2.064744217924077e-15	1.7066138853186246e-17	True	1.5241854242282724e-15	1.162682966707733e-17	True	1.882659606229025e-15	1.6039492325537044e-17	True	6.876013476265711e-16	1.5444843831238968e-17	True	1.1264651138346827e-15	2.523178942482653e-17	True	2.005195065911641e-15	3.969858296302417e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/SN2005bf_2005-05-13_03-50-24_FLWO-1.5m_FAST_CfA-Stripped.flm	53503.16	1.967764657372314e-15	1.7154633327700198e-17	True	1.4927818128356722e-15	1.1818043905153409e-17	True	1.811173496260729e-15	1.636318015156977e-17	True	6.924331447206091e-16	1.4108233436792978e-17	True	1.1222280802289296e-15	2.3229139401550563e-17	True	1.863563622673083e-15	3.9442332555435196e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/SN2005bf_2005-05-14_05-02-24_FLWO-1.5m_FAST_CfA-Stripped.flm	53504.21	1.874014705620378e-15	1.764689212871951e-17	True	1.4592794319153957e-15	1.2129799858911674e-17	True	1.74146829200616e-15	1.7627029829746225e-17	True	6.94415601275893e-16	1.2577139614770961e-17	True	1.1142055542405064e-15	2.0881306305877312e-17	True	1.7265715371119336e-15	4.1027663698866794e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/SN_2005bf_2005-05-15_06-20-09_Lick-3m_KAST_UCB-SNDB_0.flm	53505.26	1.777430682160796e-15	1.7867780799312625e-17	True	1.42135137823488e-15	1.2277918976320962e-17	True	1.6677013539926574e-15	1.9683677318503743e-17	True	6.94025457035429e-16	1.0840517189633283e-17	True	1.1022134089824982e-15	1.8146331618635355e-17	True	1.5860893785404064e-15	4.388708842788614e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/SN2005bf_2005-05-16_05-16-48_FLWO-1.5m_FAST_CfA-Stripped.flm	53506.22	1.68739337608309e-15	1.737232443343587e-17	True	1.382960267448255e-15	1.2070466798238343e-17	True	1.597361692718974e-15	2.2210687055379127e-17	True	6.915082268941237e-16	9.19903956244655e-18	True	1.0877804351131215e-15	1.545778838087776e-17	True	1.4580038386487102e-15	4.719597684199754e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/2005bf_2005-05-31_00-00-00_LCO-duPont_WFCCD_CCCP.dat	53521.0	4.942546432498443e-16	6.0317106679008095e-18	True	5.869112068465985e-16	5.805901432620733e-18	True	5.627289185532381e-16	8.911304018348907e-18	True	4.3521938969465414e-16	5.884497391713321e-18	True	5.639158725326409e-16	8.092725042243551e-18	True	3.143121934517635e-16	4.256675982882553e-18	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/2005bf_2005-06-02_00-00-00_LCO-duPont_WFCCD_CCCP.dat	53523.0	4.0884719293468996e-16	5.124148621309287e-18	True	5.05388088463474e-16	4.9727332628126766e-18	True	4.769273402611918e-16	2.060687224199561e-17	True	3.8529240650638986e-16	3.8319912403524655e-18	True	4.901129194402859e-16	4.719217280760157e-18	True	2.599610837339338e-16	3.8825984318102475e-18	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/2005bf_2005-06-06_00-00-00_LCO-duPont_WFCCD_CCCP.dat	53527.0	2.882601406655261e-16	4.142292615248591e-18	True	3.729290165767292e-16	3.977973658955681e-18	True	3.295757129389217e-16	1.513029940481934e-17	True	2.9905428606961425e-16	2.2232465876064716e-18	True	3.939054729915397e-16	2.062562547777597e-18	True	1.7309268623635966e-16	3.571432254556974e-18	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/SN2005bf_2005-06-10_04-19-12_FLWO-1.5m_FAST_CfA-Stripped.flm	53531.18	2.193101905895547e-16	1.1221248659619237e-17	True	2.913591849897792e-16	7.917476838902213e-18	True	2.6633367406109135e-16	8.324032934221118e-19	True	2.571580951250682e-16	2.0705868273944924e-18	True	3.47973671412476e-16	1.7827222916695544e-18	True	1.133271812931031e-16	3.270145074078714e-18	True
