spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_U_fitflux	Bessell_U_fitfluxerr	Bessell_U_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange	sdss_i'_fitflux	sdss_i'_fitfluxerr	sdss_i'_inrange	sdss_r'_fitflux	sdss_r'_fitfluxerr	sdss_r'_inrange	swift_B_fitflux	swift_B_fitfluxerr	swift_B_inrange	swift_U_fitflux	swift_U_fitfluxerr	swift_U_inrange	swift_UVM2_fitflux	swift_UVM2_fitfluxerr	swift_UVM2_inrange	swift_UVW1_fitflux	swift_UVW1_fitfluxerr	swift_UVW1_inrange	swift_UVW2_fitflux	swift_UVW2_fitfluxerr	swift_UVW2_inrange	swift_V_fitflux	swift_V_fitfluxerr	swift_V_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2006aj/SN2006aj_2006-02-27_00-33-07_VLT-UT2_FORS1-UT2_None_0.cal_galsub	53793.52	1.3845298740654438e-15	1.9362095109590163e-17	True	9.517744998839085e-16	8.475890673525776e-17	True	9.799129846769658e-16	1.0427872818254836e-17	True	3.7836554837909504e-16	4.542444274595683e-18	True	6.997311672049272e-16	7.807748668750124e-18	True	1.3888098461109958e-15	7.70915367681497e-17	True	1.3379792936026083e-15	1.0345323428132937e-16	True	5.070171045146321e-20	2.45353413905451e-14	False	9.17259880482066e-16	1.3217665840575766e-16	True	5.061902920581823e-16	2.8915168274981023e-16	True	9.411241435899532e-16	5.890755187859394e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2006aj/SN2006aj_2006-02-28_03-36-00_FLWO-1.5m_FAST_CfA-Stripped.flm	53794.15	1.3479151762196506e-15	2.210748307980405e-17	True	8.906265552792835e-16	8.038956305692226e-17	True	9.860593789092456e-16	1.2202152928393271e-17	True	3.8515426942650135e-16	5.351118995877225e-18	True	7.089115360121857e-16	9.460568105368068e-18	True	1.3565751311728338e-15	8.20501938034495e-17	True	1.2617413755295266e-15	1.3245705481286957e-16	True	1.659843188978213e-20	2.4535341391031476e-14	False	8.775710553656121e-16	3.3310872991234876e-16	True	8.860941002590658e-16	6.3250797327782615e-15	True	9.376736453273258e-16	6.30776774074793e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2006aj/2006aj_2006-02-28_00-00-00_FLWO-1.5m_FAST_SUSPECT.dat	53794.5	1.3220540764635684e-15	2.329044311761193e-17	True	8.569018387194338e-16	7.590193315108436e-17	True	9.861419214176102e-16	1.300756255281917e-17	True	3.8861998077638595e-16	5.758825951344941e-18	True	7.120496810320906e-16	1.0339879190570581e-17	True	1.3328237316054893e-15	8.393727172588134e-17	True	1.2111996749971553e-15	1.5157196223112956e-16	True	8.908218169755623e-21	2.453534139107338e-14	False	8.371397142828614e-16	4.604060373182716e-16	True	1.1147893579124262e-15	8.575326601324471e-15	True	9.321157848657282e-16	6.475134685581129e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2006aj/SN2006aj_2006-02-28_00-36-00_VLT-UT2_FORS1-UT2_None_0.cal_galsub	53794.52	1.3204667244486834e-15	2.3345585543912392e-17	True	8.549914085945806e-16	7.560480485193925e-17	True	9.86078289582639e-16	1.3047312855832757e-17	True	3.8881175859506425e-16	5.777938650264769e-18	True	7.121890861456799e-16	1.0385597879020452e-17	True	1.331356618885081e-15	8.401014767892457e-17	True	1.2081747390441286e-15	1.5254829617914547e-16	True	8.596650781760926e-21	2.453534139107455e-14	False	8.345078708764666e-16	4.66814419786628e-16	True	1.1260044983138683e-15	8.676795617621405e-15	True	9.317364428661747e-16	6.48221542195988e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2006aj/SN2006aj_2006-03-02_03-07-12_MMT_MMT-Blue_CfA-Stripped.flm	53796.13	1.1616593985494995e-15	2.2974153999270455e-17	True	7.15138836590341e-16	4.2613799347084725e-17	True	9.59175168598973e-16	1.3582665024582853e-17	True	4.0042699328617077e-16	5.2061184156247855e-18	True	7.104219394441986e-16	1.11037417468451e-17	True	1.184025045613208e-15	7.347248754438482e-17	True	9.423994296988729e-16	1.4288989576329603e-16	True	4.834006658833518e-22	2.453534139109039e-14	False	5.583432381077371e-16	5.27331727135271e-16	True	9.179080421580658e-16	9.237060398305938e-15	True	8.868558790065161e-16	5.929399198073998e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2006aj/2006aj_2006-03-02_00-00-00_MMT_MMT-Blue_SUSPECT.dat	53796.5	1.1186727565889897e-15	2.2363487795574797e-17	True	6.890753103084379e-16	3.5001392961820465e-17	True	9.475989120792542e-16	1.3145095923658544e-17	True	4.0158660982162795e-16	4.955036498631663e-18	True	7.067119997241842e-16	1.0504501918458664e-17	True	1.1444068631786675e-15	6.784230452481934e-17	True	8.822483821288608e-16	1.130480624372922e-16	True	2.4872088198883497e-22	2.453534139109043e-14	False	4.904796366967205e-16	4.002217355451482e-16	True	6.145699312377535e-16	7.189047640032067e-15	True	8.737089708327383e-16	5.588918680527349e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2006aj/SN2006aj_2006-03-03_03-21-36_FLWO-1.5m_FAST_CfA-Stripped.flm	53797.14	1.0408644058676294e-15	2.2508300256298195e-17	True	6.505456085840282e-16	2.5120059978436355e-17	True	9.23602573173833e-16	1.261430278260912e-17	True	4.019391709141632e-16	4.91909579897242e-18	True	6.977440644865032e-16	9.634743763316049e-18	True	1.073194478985237e-15	6.212214319557985e-17	True	7.871527133708728e-16	5.939081214606115e-17	True	7.86181828052038e-23	2.453534139109044e-14	False	3.8466594077527326e-16	8.352094668246662e-17	True	2.706074603145592e-16	9.267854571813038e-16	True	8.486680848430109e-16	5.2545662519557806e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2006aj/SN2006aj_2006-03-03_03-36-00_MMT_MMT-Blue_CfA-Stripped.flm	53797.15	1.039621883754649e-15	2.2531288788691118e-17	True	6.500086941005847e-16	2.502692237927688e-17	True	9.231907359792284e-16	1.2613320712250144e-17	True	4.019275544314136e-16	4.9250388903607855e-18	True	6.975796895608918e-16	9.630060943919662e-18	True	1.0720629556468912e-15	6.212510632510548e-17	True	7.857888947974512e-16	5.908850905675666e-17	True	7.72143580584521e-23	2.453534139109044e-14	False	3.83189951447224e-16	7.966244412877341e-17	True	2.7115669340940926e-16	7.990229869665286e-16	True	8.482501072664616e-16	5.255107725558251e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2006aj/2006aj_2006-03-03_00-00-00_MMT_MMT-Blue_SUSPECT.dat	53797.5	9.95852031151296e-16	2.382562925878239e-17	True	6.323224140359231e-16	2.3350290592166666e-17	True	9.081186155957524e-16	1.2790788467531827e-17	True	4.0119678657533696e-16	5.2901516747069196e-18	True	6.913854587442543e-16	9.736760771796394e-18	True	1.032234575157397e-15	6.470450945170229e-17	True	7.408917330656979e-16	7.376521549529295e-17	True	4.108196927808313e-23	2.4535341391090442e-14	False	3.358658952728096e-16	1.970501920363664e-16	True	4.755396250716143e-16	3.5304644403225835e-15	True	8.330519438340394e-16	5.4291383645281125e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2006aj/SN2006aj_2006-03-05_00-38-53_VLT-UT2_FORS1-UT2_None_0.cal_galsub	53799.53	7.572763308890505e-16	4.328919636887566e-17	True	5.472990401556943e-16	8.073140385216264e-17	True	8.003969240962981e-16	2.0958255957076766e-17	True	3.868974902192262e-16	1.2541472122446657e-17	True	6.413170123106863e-16	1.893373080867683e-17	True	8.01348653611785e-16	1.0530079248829975e-16	True	5.632014099670095e-16	2.6834543996526236e-16	True	1.042925939796796e-24	2.4535341391090442e-14	False	1.9557779143700238e-16	1.1186108393056414e-15	True	3.0073531987148463e-15	1.280470153848552e-14	False	7.39381722327793e-16	8.060752729982113e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2006aj/SN2006aj_2006-03-09_00-18-43_VLT-UT2_FORS1-UT2_None_0.cal_galsub	53803.51	4.1754992919535237e-16	5.4461800855335876e-17	True	4.112497162579089e-16	2.820503224769871e-16	False	5.435252460135317e-16	2.908024670557478e-17	True	3.2953311828410317e-16	1.666320884357173e-17	True	5.036281825133758e-16	2.678055533702106e-17	True	4.4051209189767507e-16	4.136610953470092e-17	True	2.8558151661589836e-16	4.020449696323706e-17	True	7.38182608650195e-28	2.4535341391090442e-14	False	2.1953183484921284e-16	8.041133683532785e-17	True	4.1886756510383674e-15	1.3548364128895084e-14	False	5.895277353312678e-16	3.941839051007375e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2006aj/SN2006aj_2006-03-10_00-18-43_VLT-UT2_FORS1-UT2_None_0.cal_galsub	53804.51	3.5873664148596743e-16	4.558121321506523e-17	True	3.8238375629112946e-16	3.3057846077457426e-16	False	4.8155928087115035e-16	2.5769557945715348e-17	True	3.13000197363106e-16	1.3731398321748622e-17	True	4.674073318011036e-16	2.2871288659178914e-17	True	3.9084867164912637e-16	3.093151062559155e-17	True	1.9610718221043782e-16	3.257418535190694e-17	True	1.1836639495611783e-28	2.4535341391090442e-14	False	2.1969192209539295e-16	4.944510750002366e-16	True	4.217793161189465e-15	1.3549375425229812e-14	False	5.432321844612234e-16	3.1706616723222355e-17	True
